"Job.Title","Job.Description","Rating","Company.Name","Location","Headquarters","Size","Founded","Type.of.ownership","Industry","Sector","Revenue","Competitors","Python","R Prog","Excel","Hadoop","SQL","SAS"
"Machine Learning Engineer","Roles &Responsibilities

A Machine Learning Engineer train machine learning and deep
learning models on a computing cluster to perform real time analytics, machine
diagnostics, manufacturing process analytics etc.
Work
on the data science roadmap for our flagship Industrial IoT product
Product
design & implement ML/AI solutions and integrate them with various Big
Data platforms and architectures
Creating
and Maintain Machine Learning pipelines that are scale-able, robust, and
ready for production
Troubleshoot
ML/DL model issues, including recommendations for retrain, re-validate,
and improvements/optimization
Train and deploy robust, scalable, state-of-the art Machine Learning and Deep learning solutions in production for Industrial IoT use-cases.


Requirements


Skills
& Qualifications
Bachelors or Masters in Computer Science/Engineering Degree or Maths Stats from
a reputed college
3+ years of experience in solving data science problems that has driven value to
customers data
Strong working knowledge of ML/DL algorithms
Fluent proficiency in Python, SQL, (Scala or C++) for developing solutions in production (Mandate)
Hands-on proficiency with at least 1 major ML/DL framework
(PyTorch/TensorFlow/MxNet/Keras/Gluon)
Excellent problem-solving approach; Communication and articulation skills;
Inclination and ability to pick up new techniques/technologies
Preferred Qualifications <b",5,"Machstatz","Bengaluru","Bengaluru, India","1 to 50 employees",2017,"Company - Private","IT Services","Information Technology","10 to 50 million (INR)","-1",1,0,1,0,1,0
"Data Scientist","Position: Technical Team Member – Distributed Data Science & Machine Learning (Full Time)
Location: Kolkata, India
Status: Open

Overview
Agnik, is a global connected car technology company (www.agnik.com) operating in 38 countries headquartered in USA with major consumer brands like Vyncs (https://www.vyncs.com) and several B2B products. Agnik is looking for several full-time members of its Technical Team for Distributed Data Science and Machine Learning in its New Town, Kolkata office. If you want to join a top notch technical team that develops novel algorithms/systems and very well familiar with statistics, machine learning, image analysis, and distributed systems then send a copy of your complete resume to jobs@agnik.com with a subject line “Technical Team Member - Distributed Data Science & Machine Learning”.

Responsibilities
As an employee of Agnik’s Distributed Data Science & Machine Learning Technical team Member, the primary focus of this position would be to design, develop, and implement novel data analysis and machine learning algorithms for connected car and mobility applications. Successful candidates must be knowledgeable and passionate about latest developments in field of machine learning and data science, should be a hands on developer. The position does not require extensive travel.

Duties Include
Develop real-time and off-line data analysis and machine learning algorithms/systems for embedded systems, mobile platforms, and cloud-based distributed environments.
Dealing with big data management problems in real-time applications.
Writing and reviewing code using Java/C#/C language for embedded and in-cloud environments for predictive modeling, control, and scene analysis.
Developing geo-spatial data management and analysis software.

Required Qualifications

B.Tech/BS/M.Tech/MS/PhD. from a reputed University in Computer Science, Electrical/Electronic engineering (or other engineering/Science) with relevant experience.
1 – 5 years of experience in building data analysis, signal processing, and machine learning applications using Java/C/Python language, web-services in dot net environment, relational/non-relational databases, and developing distributed systems.
Ability to communicate in fluent English. Effective communications skills and strong interpersonal skills, both orally and in written form.
Distributed data management environments such as Hadoop and Spark.
Ability to juggle multiple projects simultaneously.
Attention to details, ability to prioritize and meet aggressive deadlines.

Salary

Commensurate with qualifications. Benefits, possible overseas trip.

Location

New Town, Kolkata",4.8,"Agnik","Kolkata","Columbia, MD","1 to 50 employees",-1,"Company - Private","Computer Hardware & Software","Information Technology","10 to 50 million (INR)","-1",1,0,0,1,0,0
"Machine Learning Engineer","Following a year of rapid growth in our open-source ML projects and winning top tier customers across sectors to support strategic AI platform initiatives, Seldon expanding to find our first technical hire in Bengaluru, India!

We're looking for our first technical base on the ground to help solidify our India operation from day zero. Seldon is looking for a Machine Learning Engineer to join our Solutions Team.

About Seldon
Seldon is a London based scale-up that builds open source and enterprise machine learning frameworks that power massive scale deployments of production AI systems. Our open source frameworks benefits from over 200,000 installations, and power our enterprise product Seldon Deploy, which is currently being used by some of the leading global organisations across industries such as automotive, pharma, finance, etc.

About the role
Your role at Seldon will primarily involve:
Supporting production systems at scale based on our open source and enterprise machine learning products in Kubernetes
Triaging production client deployments to ensure success for large scale production machine learning systems in critical environments
Submit bugs and patches to our open source and enterprise products to resolve issues
Contributing to our open source projects to extend their functionality
Architecting solutions for critical industry machine learning systems
Identifying & documenting best practices for ML Engineering
Optimising the performance of machine learning systems
Designing and delivering high impact solutions with top tier organisations
Contributing to global open source projects and technology conferences
Growing within a scaling startup crafting a role of your own
Required skills:
A degree or higher level academic background in a scientific or engineering subject.
Strong computer science foundations.
Strong System architecture knowledge/experience.
Familiarity with linux based development.
Experience architecting/applying technology to solve real world challenges.
Experience delivering production-level client-facing projects.

Nice-to-have skills:
Experience with Kubernetes and the ecosystem of Cloud Native tools.
Experience using machine learning tools in production.

Benefits:
Share options to align you with the long-term success of the company.
Exciting phase of fast-paced start-up challenges with an ambitious team and unlimited potential for professional growth.
Access to discounted lunches, gyms, shopping and cinema tickets.
Healthcare benefits.
Flexible work-from-home policy.

About our tech stack
Some of our high profile technical projects:
We are core authors and maintainers of Seldon Core, the most popular Open Source model serving solution in the Cloud Native (Kubernetes) ecosystem
We built and maintain the black box model explainability tool Alibi
We are co-founders of the KFServing project, and collaborate with Microsoft, Google, IBM, etc on extending the project
We are core contributors of the Kubeflow project and meet on several workstreams with Google, Microsoft, RedHat, etc on a weekly basis
We are part of the SIG-MLOps Kubernetes open source working group, where we contribute through examples and prototypes around ML serving
We run the largest Tensorflow meetup in London
And much more

Some of the technologies we use in our day-to-day:
Go is our primary language for all-things backend infrastructure including our Kubernetes Operator, and our new GoLang Microservice Orchestrator)
Python is our primary language for machine learning, and powers our most popular Seldon Core Microservices wrapper, as well as our Explainability Toolbox Alibi
We leverage the Elastic Stack to provide full data provenance on inputs and outputs for thousands of models in production clusters
Metrics from our models collected using Prometheus, with custom Grafana integrations for visualisation and monitoring
Our primary service mesh backend leverages the Envoy Proxy, fully integrated with Istio, but also with an option for Ambassador
We leverage gRPC protobufs to standardise our schemas and reach unprecedented processing speeds through complex inference graphs
We use React.js for our all our enterprise user products and interfaces
Kubernetes and Docker to schedule and run our services (Oliver,our Head of Engineering, gave a great talk at KubeCon on how we use these technologies)
AWS for most of our infrastructure
React for internal web dashboards
We also have two physical datacenter sites with actual cables to connect to various third parties

Logistics
Our interview process is normally a phone interview, a coding task, and 2-3 hours of onsite interviews. We promise not to ask you any brain teasers or trick questions. We might design a system together on a whiteboard, the same way we often work together, but we won’t make you write code on one. Our recruitment process has an average length of 3 weeks.",5,"Seldon","Bagalur","Shoreditch, United Kingdom","1 to 50 employees",-1,"Company - Private","-1","-1","-1","-1",1,0,0,0,0,0
"Data Scientist","ORGANIZATION SUMMARY
Weatherford
Weatherford is one of the largest multinational oilfield service companies providing innovative solutions, technology and services to the oil and gas industry. The Company operates in more than 80 countries and has a network of approximately 700 locations, including manufacturing, service, research and development, and training facilities and employs approximately 20,000 people.
Weatherford delivers innovative technologies and services designed to meet the world’s current and future energy needs in a safe, ethical, and sustainable manner. Grounded by our core values and inspired by our world-class people, we are committed to being a trusted business partner to those we serve.

JOB DESCRIPTION
Job Purpose
Weatherford’s Production business is seeking a Data Scientist who is passionate about data and wants to apply machine learning techniques to solve problems for our customers. This person is expected to be proficient in the exploration and understanding of structured and unstructured data, machine learning techniques, statistical modeling methods, predictive analytics, anomaly detection, and supervised and unsupervised learning. The successful candidate will work with stakeholders to leverage data to solve critical business problems in the oil & gas production domain.
The Data Scientist will work on all aspects of the design, development and delivery of machine learning enabled solutions including problem definition, data acquisition, data exploration, feature engineering, experimenting with various ML algorithms, evaluating metrics, deploying models and iteratively improving the total solution. He or she will work with data from diverse, unstructured formats including numerical, time series, text, and image.
Duties & Responsibilities
Formulate meaningful hypothesis that are relevant to the business objectives.
Design and train models for use in production environments.
Mine structured and unstructured data for patterns.
Utilize data from databases, historians, and/or data lakes.
Rigorously build, analyze and compare machine learning or statistical models; there is a strong emphasis on programming using the most popular machine learning languages such as Python.
Work with application developers to develop data-analytics products that are deployed to end-users as part of packaged solutions.
Visualize and report findings of deployed data analytics solutions to provide insights to the organization and our customers.
Deploy machine learning model and integrate model predictions in business
Setup infrastructure for machine learning, model deployment
Deploy CI/CD framework to frequently deliver code/features to production

QUALIFICATIONS
Experience & Education

Required:
B.S. or higher in Engineering, Mathematics, Statistics or Computer Science with significant experience in data analytics.

Preferred:
MS degree with 5+ years’ experience is preferred.
Knowledge, Skills, & Ability

Required:
Expertise in predictive modeling, machine learning and statistics.
Software development skills in one or more high level languages (Python/Java/R/Scala).
Experience using one or more of the following common ML software packages: scikit-learn, TensorFlow, NumPy, pandas, jupyter.
Well-versed in machine learning algorithms and their suitability for solving various problems: Regression, Bayesian, Support Vector Machines, Decision Trees, Random Forest, Clustering, Neural Networks.
Experience in using SQL/No SQL databases is an advantage
Experience working in Linux is an advantage
Experience with Big Data technologies is an advantage (Hadoop, Hive, Spark, Cassandra).
Experience with building and deploying data pipelines
Good critical thinking, technical, data collection and user interviewing skills.
Ability to work as a team member in a fast-paced environment.
Experience with Agile software development processes is preferred.
Experience with Cloud service offerings from AWS, Azure or GCP is a plus.

Preferred:
Knowledge of DataOps.
Knowledge of data versioning tools such as git, DVC
Knowledge of ML environments such as MLflow, databricks
Knowledge of ML deployment tools such as Kubeflow, Kubernetes
]]>",3.1,"Weatherford","Mumbai","Houston, TX","10000+ employees",1987,"-1","Oil & Gas Services","Oil, Gas, Energy & Utilities","500+ billion (INR)","-1",1,0,0,1,1,0
"Data Scientist","Data Scientist-ONWARD
Job Description


At Kimberly Clark, we believe in a truly diverse and inclusive culture and towards this end a brand new initiative – ONWARD, Career Restart Program has been recently launched .

The vision of the program is to broaden and diversify candidate talent pools by empowering experienced professionals to restart their careers, following a hiatus, with Kimberly Clark. Seasoned professionals (often women) with a career break are highly skilled and are an untapped pool of experienced talent. Through this program we will provide a road to re entry, strengthening our workforce diversity and maximizing women’s workforce participation.

If you think you qualify for this program and have the skills, check out the following open job with us-

IT Data Scientist -ONWARD

Job Description Summary

The ITS Data Scientist is responsible for integrating business, information, and technology into analytical models that help drive business performance and competitive advantage and providing the business with answers to questions. The role collaborates with Business, IT Functional Engineers and Platform architects to create value from varied data sources. Creating value from data requires a range of talents: from data integration and preparation, to architecting specialized computing/database environments, to data mining and intelligent algorithm development.

This role is viewed as an expert in making sense of complex data environments, encompassing both business data and process understanding and technical expertise. Leads in developing innovative, technical solutions to important, highly complex strategic and operating problems. Has strong knowledge in business and technical functions that are touch points with their area of expertise. Provides technical consulting on complex projects. Acts as a source of direction, training and guidance for other team members. Is knowledgeable in industry best practices in their area of expertise and uses resources outside of KC to deliver solutions.

Duties and Responsibilities:Job Details
Development of advanced analytics to help drive competitive advantage from data with accountabilities across multiple functional and technical areas with wide range of complexity.
The Data Scientist must understand complex data types (integrate, manipulate, prepare), know advanced analytics (appropriate techniques, interpret data and diagnose models, meet business requirements), and focus on the business outcomes (goals, constraints, decisions while communicating outcomes via presentations).
Develop models and algorithms that drive innovation throughout the organization. This may include marketing, supply chain, inventory planning and deployment, network planning, order routing, and order fulfillment and delivery.
Conduct advanced statistical analysis to provide actionable insights, identify trends, and measure performance.
Build learning systems that monitor data flows and react to changes in customer preferences, network constraints, and business objectives Collaborate with engineers to implement and deploy scalable solutions.
Provide thought leadership by researching best practices, conducting experiments, and collaborating with industry leaders.
Partners as a bridge between the business and the information management teams to make sure that the solution fits within the data management principals.
Coordinates data science implementations while leading design variances based upon business needs while ensuring artifacts and repositories are documented.
Manages engagements with vendors as they relate to evaluation, design and delivery of business capabilities.
Contributes to the evaluation and selection of software product standards Leader in industry representation, policy formation, User Groups, and strategic direction
Mentors others to complete Continuous Improvement (CI) initiatives; consults and shares knowledge across org; awareness of industry trends.
Education required/ preferred:
B.A. or B.S. in Information Technology, Data Science, or related field.
At least 8 years of IT experience and at least 4 years or more of work experience in data scientist discipline.
Deep knowledge of machine learning, statistics, optimization or related field.
Experience with R, Python, Matlab is required.
Experience building machine learning application in areas like time series forecasting, classification models, clustering models, multivariate regression models etc.
Experience in Microsoft Azure Stack in the Cloud with focus on Data Factory, Data Bricks, BLOBs, Data Lake Storage, ML Studio, Azure Analysis Services, Azure Data Warehouse, Power BI etc.
Experience working with large data sets and distributed computing tools a plus (Map/Reduce, Hadoop, Hive, Spark, Python, R, Gurobi, MySQL, etc.).
Excellent written and verbal communication skills along with strong desire to work in cross functional teams.
Consumer products experience in an online and/or retail/manufacturing environment is preferred.
Possess strong leadership skills and exhibit creative thinking to be able to come up with inventive solutions to solve business challenges.
Provide thought leadership while keeping up with industry trends and disseminating information across the organization.
Experience working with blended teams consisting of employees, vendors, and consultants with both onshore and offshore resources.
Strong Technical leadership of advanced analytics teams and vendors.
Extensive experience collaborating with Enterprise Architects and infrastructure engineers to identify, design, and implement highly complex, end-to-end solutions
Cultivates networking opportunities within the organization
Broad range of business and IT experiences; Has achieved technical and/or business certification(s).
Travel may include less than 10% of work time. Travel may also include travel via aircrafts and motor vehicles to various locations, if applicable. Varying working conditions may include prolonged sitting, typing and viewing computer/laptop screens, along with occasional bending, reaching, lifting, carrying, climbing, twisting, stooping, walking and standing.

Global VISA and Relocation Specifications:
K-C requires that an employee have authorization to work in the country in which the role is based. In the event an applicant does not have current work authorization, K-C will determine, in its sole discretion, whether to sponsor an individual for work authorization. However, based on immigration requirements, not all roles are suitable for sponsorship.
This role is available for local candidates already authorized to work in the role’s country only. K-C will not provide relocation support for this role.
Primary Location
IT Centre Bangalore GDTC
Additional Locations
Worker Type
Employee
Worker Sub-Type
Regular
Time Type
Full time",3.9,"Kimberly-Clark","Bengaluru","Irving, TX","10000+ employees",1872,"Company - Public","Consumer Products Manufacturing","Manufacturing","500+ billion (INR)","Procter & Gamble, Georgia-Pacific, Unilever",1,0,1,1,1,0
"Data Engineer","Driving Infinite Possibilities Within A Diversified, Global Organization


The future is what you make it.

When you join Honeywell, you become a member of our global team of thinkers, innovators, dreamers and doers who make the things that make the future. That means changing the way we fly, fueling jets in an eco-friendly way, keeping buildings smart and safe and even making it possible to breathe on Mars.
Working at Honeywell isnt just about developing cool things. Thats why all our employees enjoy access to dynamic career opportunities across different fields and industries.

Are you ready to help us make the future?

Join a company that is transforming from a traditional industrial company to a contemporary digital industrial business, harnessing the power of cloud, big data, analytics, Internet of Things, and design thinking.

You will lead change that brings value to our customers, partners, and shareholders through the creation of innovative software and data-driven products and services. You will work with customers to identify their high value business questions and work through their data to search for answers. You will be responsible for working within Honeywell to identify opportunities for new growth and efficiency based on data analysis.

JOB ACTIVITIES

As a Data Engineer, you will be part of a team that delivers contemporary analytics solutions for the Data Management & Analytics function at Honeywell. You will build strong relationships with leadership to effectively deliver contemporary data analytics solutions and contribute directly to business success. You will develop solutions on various Database systems viz. Hive, Hadoop, SnowFlake, etc.

You will identify and implement process improvements and if you dont like to do the same thing twice, you will automate where possible. You are always keeping an eye on scalability, optimization, and process. You have worked with Big Data before, IoT data, SQL, Azure, AWS, SnowFlake

You will work on a team including scrum masters, product owners, data architects, data engineers, data scientists and DevOps. You and your team collaborate to build products from the idea phase through launch and beyond. The software you write makes it to production in sprints. Your team will be working on creating a new platform using your experience of APIs, microservices, and platform development.

CORPIT2020

YOU MUST HAVE


· Bachelor's degree in Computer Science, Engineering, Applied Mathematics

· 4 years of data engineering experience

· 2 years in supply chain, materials planning, logistics/distribution, procurement, finance and/or order management.

WE VALUE


· Should have developed and deployed complex big data ingestion jobs in Talend/Informatica BDM bringing prototypes to production on Hadoop/NoSQL/MPP platforms.

· Should have minimum 4 years of hands on experience with MapReduce, Pig/Hive, Spark, etc. and automation of data flow using NiFi and Airflow/Oozie.

· Minimum 3 years of experience in developing and building applications to process very large amounts of data (structured and unstructured), including streaming real-time data (Spark, R/Python, Scala, Kafka, Spark streaming or other such tools).

· Minimum 2 years of experience in working with at least one NoSQL system (HBase, Cassandra, MongoDB etc.). In-depth knowledge of schema design to effectively tackle the requirement.

· Experience in writing complex SQL statements

· Experience in working with cloud based deployments. Understanding of containers & container orchestration (Swarm or Kubernetes).

· Hands on experience in Cloudera, Hortonworks and/or Cloud (AWS EMR, Azure Data Lake Storage) based Hadoop distributions.

· Good understanding of branching, build, deployment, CI/CD methodologies such as Octopus and Bamboo

· Experience working with in Agile Methodologies and Scrum Knowledge of software best practices, like Test-Driven Development (TDD)

· Effective communication skills and succinct articulation

· Experience in building advanced analytics solutions with data from enterprise systems like ERPs, CRMs, Marketing tools etc.

· Experience with dimensional modeling, data warehousing and data mining

· Experience with machine learning solutions and data science methods promotion

· Database performance management and API development

· Technology upgrade oversight

· Experience with visualization software, Tableau preferred.

· Understanding of best-in-class model and data configuration and development processes

· Experience working with remote and global teams and cross team collaboration

· Consistently makes timely decisions even in the face of complexity, balancing systematic analysis with decisiveness

Additional Information
JOB ID: HRD94048
Category: Information Technology
Location: Devarabisanahalli Village, KR Varturhobli,,East Taluk - Phase I,Bangalore,KARNATAKA,560103,India
Exempt
Business Services",3.8,"Honeywell","Bengaluru","Charlotte, NC","10000+ employees",1885,"Company - Public","Computer Hardware & Software","Information Technology","500+ billion (INR)","GE, Johnson Controls, United Technologies",1,0,0,1,1,0
"Data Scientist","AI team at Ultria is working on state of the art Natural Language Processing technologies including document structure detection, domain specific neural embeddings, deep neural network architectures for extraction and classification tasks etc. We are looking for a passionate data scientist to develop new statistical models for delivering high-quality NLP products.

RESPONSIBILITIES:
Identify new opportunities to apply Machine Learning to different parts of the product
Develop advanced algorithms to solve problems of high dimensionality in a computationally efficient and statistically effective manner
Have responsibility for the creation and development of our Text Analytics strategy and software
Take end to end ownership of Machine Learning products
Partner with other teams such as Data, Design and Product to collaborate on projects across the company
Work with the engineering management team to develop new initiatives and improve existing processes across the entire engineering team
Implement small and large scale projects in Advanced Analytics to help derive business insights for measurable success
Evaluate emerging datasets and technologies that may contribute to our products
Requirements
3 -7 years of strong Python development experience
3+ years of experience in Machine Learning/Deep Learning, specifically in NLP and text analytics domain including:
Extracting, cleaning and embedding text data
Text classification
Entity extraction/NER
Text summarization
Similarity and sentiment analysis
Topic modelling
Research experience in machine learning or natural language processing
Experience in deploying ML projects in production environment
Strong statistical analysis skills and demonstrated experience in deriving insights from unstructured data
Ability to run experiments scientifically and analyze results
Good understanding of ML tools/libraries like: Tensorflow, Keras, Pandas, Spacy, Pytorch, NLTK, SkLearn etc
Knowledge of big data technologies like Hadoop, Hive, Scala or Spark is preferred
Strong collaborative mindset
Excellent critical thinking and problem solving skills
Benefits

About Ultria

Ultria offers end-to-end, SaaS-deployed, Contract Lifecycle Management solution for the Enterprise—Ultria CLM. It is a market-proven solution with a legacy of successful deployments over more than seven years. With a workflow based authoring and approval tool, and a comprehensive repository of contracts and clauses, Ultria CLM helps companies across the spectrum derive greater value from their contracts. By connecting with eSignature and CRM solutions, Ultria CLM seamlessly streamlines the quote to contract conversion process. Its post-signoff contract management capabilities empower the enterprise to extract the maximum value out of contracts, mitigate risks, and ensure regulatory compliance.

Our Products are built around an intuitive user experience, leveraging a comprehensive knowledge base, robust Artificial Intelligence technology, encapsulates industry's best-of-breed processes and methodologies.

Several of Fortune 500 companies have chosen Ultria solutions for the following reasons:
In-depth industry and domain expertise with a robust implementation methodology
Ability to ensure semantic and structural data integrity and quality
End-to-end solution for Data Governance renowned by leading market Analysts
To know more, you can visit our website: www.ultria.com",4,"Ultria","Bengaluru","Princeton, NJ","-1",-1,"Company - Private","-1","-1","-1","-1",1,0,1,1,0,0
"Data Scientist","Noodle's Data Scientists build advanced AI models that change the way our clients do business by empowering them to make better decisions. Our solutions impact small and large businesses ranging from media, to retail companies, to airlines, to e-commerce, financial services, to government agencies. Members of our Data Science team are passionate about problem solving with applied data science and work with clients to explore, specify, and communicate high-value, AI- based solutions. We geek out about AI technology.

As a Data Scientist at Noodle.ai, you will collaborate with the Noodle Client Service team, Data Engineers, SW Engineers, UX Designers, and industry-specific experts from our client companies to build a deep understanding of our clients' business context and then develop, test, and deploy advanced AI models. As we grow, you will also develop reusable IP to help us move faster, dive deeper, and work more efficiently by generalizing the models, methodologies, and supporting infrastructure that you build. As one of the early hires to join the Noodle.ai team, you will have a significant impact on the future of Enterprise Artificial Intelligence.

Qualifications:

Must haves
1+ years of experience in applied artificial intelligence technologies including machine learning, predictive data analytics, and/or data science
BE/B.Tech or Advanced degree in a relevant field (Computer Science, Operations Research, Statistics, Mathematics, Electrical Engineering, or other Computational Science)
Proficient in python
Experience with spark
Knowledge of data science/machine learning concepts
Demonstrated ability to iteratively conceptualize, design and build data-driven analytical models
Strong capabilities in modern analytics languages/tools
Collaborative, open, and respectful working style
Passion for learning and a desire to grow – Noodlers are life-long learners!
Nice to haves
Experience applying advanced AI techniques (g., machine learning, predictive analytics. optimization, semantic analysis, time-series analysis, advanced visualization) to real-world problems
Experience with R
Experience manipulating and preparing large, heterogeneous data sets (""Big Data"") to support advanced analytics
Demonstrated energy and passion that extends beyond your field of study – Are you a computer scientist who writes poetry? A mathematician who loves psychology? An engineer passionate about public policy? We want to build something with
Experience with (and excitement for) interdisciplinary collaboration",4.5,"Noodle.ai","Bengaluru","San Francisco, CA","201 to 500 employees",2016,"Company - Private","Enterprise Software & Network Solutions","Information Technology","1 to 5 billion (INR)","-1",1,0,0,0,0,0
"Data Scientist","Profile Required

Deliver and complete KRI activities and tasks related to assigned process with expected quality and timeliness. Monitoring and tracking on Operation KRI process handling additional ad hoc responsibilities i.e., updating SOP’s, taking cross trainings, PDP’s, completion of controls with in agree timelines etc.

· Work on projects and process improvements which will lead to better efficiency of implemented controls, Automation of dashboards to meet the changing needs of the BL. Collaborates with peers, Lead, Supervisor, stakeholders to implement system/process improvements.

· Analytical - Ability to analyze data sets for irregularities. Uses intuition and experience to complement data;

· Work with business unit to understand business, concerns, future plans and offer support to mitigate risk.

· Being Proactive in resolving cases rather than reactive.

· Individuals work directly with data and information, creating meaningful analyses, reports and management presentations in support of client, business unit or function activities and performance. Types of analysis and reporting may include: quality review, workflow analysis, process improvement, regular business or client reporting, budget management, financial reporting and/or a variety of other function specific purposes.

· Advanced knowledge on Reporting tools, Dashboard KRI,KPI creation, Advance Excel, VBA, Macro. Skilled knowledge on the Technical and functional aspect of the process

· Level of Autonomy - Problem Solving, Take Ownership, Client Focus

· Delivers Production with no assistance of SME, is independent in performing all the tasks. Maintains 100% quality and adheres to all timelines.

Competencies

· Excellent command of English, solid writing and oral presentation skills

· Self motivator and team player with strong interpersonal skills

· Have a strong hold on various reporting tools like VBA, advance Excel, Macro Creation, SQL.

· Strong problem-solving abilities, excellent analytical skills

· Basic knowledge or experience in Global markets and Operational Risk.. Knowledge of national as well as

· Display team spirit - Ability to work well within a team environment

· Should have stress tolerance

· Flexible and adaptable to suit the requirements of the team and organization.

· Integrity

· Ability to work effectively at all levels of the organization

· Takes initiative and is accountable

· Ability to work independently

· Competent project facilitation skills

· Ability to work effectively with business management

· Ability to think conceptually

· Strong interpersonal, analytical, and communication skills

· Ability to contribute to large, complex working groups

· Experience working under tight deadlines with multiple deliverables

· Candidate should be self-motivated

· Eye for Details - Good attention to quality and detail to Risk.

Why Join Us

“We are committed to creating a diverse environment and are proud to be an equal opportunity employer. All qualified applicants receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status”.

Business Insight

Societe Generale Global Solution Centre (SG GSC), a 100% owned subsidiary of European banking major Societe Generale (SG), Our role and purpose is to enable the strategic vision of Societe Generale Group. We are doing this by pioneering cutting edge innovation from Design Thinking to Smart Automation & Artificial Intelligence, and applying it to banking.

SG Global Solution Centre provides services in the areas of Application Development and Maintenance, Infrastructure Management, Business Process Management, and Knowledge Process Management, to Societe Generale's business lines around the world.",3.5,"Société Générale","Bengaluru","Paris, France","10000+ employees",1864,"Company - Public","Investment Banking & Asset Management","Finance","500+ billion (INR)","BNP Paribas, Natixis, Calyon Securities USA",0,0,1,0,1,0
"Data Analyst","Our Organization is the worlds first integrated enterprise solutions provider; our latest offerings are Social Marketing Suite for agencies, Social Contact Center for BPOs and Social Command Centre for Enterprises. We enable businesses to perform Online Reputation Management, Customer Service, Community Management, Social Media Research & Brand Auditing; Online Sales Lead Generation, and Consumer Sentiment Analysis.

We have already provided solutions through our tool for industry leaders like Tech Mahindra, Wipro, Coffee Day, Star TV, Mahindra Retail and ITC Foods. Simplify360 is also the only company to work with the top media agency groups in the world like WPP and Publicis. It also operates directly or through partners in the US, Malaysia, Korea, South Africa, Saudi Arabia and the Netherlands to name a few. The companys products and services are sold in over 100 countries.

Job Responsibilities:
Positions: Data Analyst

Responsibilities:
$ Detailed qualitative and quantitative assessment of Social Media Data

$ Prepare a detailed report with matrices and findings

$ Using the proprietary Platform in conjunction with other tools to create various Ad-hoc reports

$ Creating Report Dashboards using Excel, SQL, Powerpoint

$ Manula Data Analysing and Data Clensing

Requirements

Skills required:
Mandatory

$ Experience with Advanced Excel and PowerPoint

$ Understanding of social media

$ Highly organized, details orientated and good coordination skill

$ Strong verbal, written and presentation skills

Optional ( Added advantage)

$ SQL & Google Sheet Scripts

$ Excel macros

$ Python

$ Good analytical skill, data analysis and reporting",4.4,"Simplify360","Bengaluru","Carrollton, TX","1 to 50 employees",2009,"Company - Private","Enterprise Software & Network Solutions","Information Technology","-1","Salesforce, Lithium Technologies, Sprinklr",1,0,1,0,1,0
